,room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,latitude,longitude,last_modified_hour,last_modified_minutes,last_modified_Day,last_modified_Month,last_modified_Year,Earned
0,10176931,49180562,Shared room,De Pijp / Rivierenbuurt,7,4.5,2,1,156,Red Light/ Canal view apartment (Shared),52.356209,4.887491,13,6,23,7,2017,1092
1,8935871,46718394,Shared room,Centrum West,45,4.5,4,1,126,Sunny and Cozy Living room in quite neighbours,52.378518,4.89612,13,6,23,7,2017,5670
2,14011697,10346595,Shared room,Watergraafsmeer,1,0.0,3,1,132,Amsterdam,52.338811,4.943592,13,6,23,7,2017,132
3,6137978,8685430,Shared room,Centrum West,7,5.0,4,1,121,Canal boat RIDE in Amsterdam,52.376319,4.890028,13,6,23,7,2017,847
4,18630616,70191803,Shared room,De Baarsjes / Oud West,1,0.0,2,1,93,One room for rent in a three room appartment,52.370384,4.852873,13,6,23,7,2017,93
5,5790170,29968916,Shared room,De Pijp / Rivierenbuurt,184,4.5,2,1,102,Beautiful apartment,52.342265,4.897126,13,6,23,7,2017,18768
6,934060,5037506,Shared room,Oostelijk Havengebied / Indische Buurt,67,5.0,16,1,462,"LOTUS, Classic Dutch Saling Barge ",52.377552,4.930418,13,6,23,7,2017,30954
7,19590049,132687356,Shared room,Westerpark,2,0.0,2,1,414,big boot Adam 04,52.375205,4.866117,13,6,23,7,2017,828
8,5020280,4059485,Shared room,Oud Oost,2,0.0,2,1,222,Bright modern appartment in East!,52.357346,4.912887,13,6,23,7,2017,444
9,15810783,84978218,Shared room,Centrum West,0,0.0,12,1,301,"CANAL BOATTOUR AMSTERDAM covered boat 1,5 hour",52.38661,4.890128,13,6,23,7,2017,0
10,9188521,29968916,Shared room,De Pijp / Rivierenbuurt,26,5.0,4,1,246,Beautiful apartment!,52.342445,4.89695,13,6,23,7,2017,6396
11,10162121,4555726,Shared room,Centrum Oost,10,4.5,4,1,198,APARTMENT IN CENTER OF AMSTERDAM,52.366271,4.896251,13,6,23,7,2017,1980
12,14217287,7490631,Shared room,Centrum Oost,0,0.0,2,1,180,Luxury room in renovated 17th century house,52.36056,4.888896,13,6,23,7,2017,0
13,19304350,89256471,Shared room,De Baarsjes / Oud West,1,0.0,2,1,180,Apartment city center,52.358221,4.85681,13,6,23,7,2017,180
14,9060570,47264416,Shared room,Oostelijk Havengebied / Indische Buurt,15,4.0,4,1,48,sleeping schip Verandering R B&b 2,52.378351,4.94113,13,5,23,7,2017,720
15,13797285,12570608,Shared room,Oostelijk Havengebied / Indische Buurt,2,0.0,1,1,42,Double super comfy sofa bed in A'dam Oost ;),52.365477,4.937313,13,5,23,7,2017,84
16,8692643,12950894,Shared room,Geuzenveld / Slotermeer,3,4.0,1,1,45,Single boxspr bed in a living room.,52.379516,4.800987,13,5,23,7,2017,135
17,12314602,31766654,Shared room,De Pijp / Rivierenbuurt,11,4.0,2,1,48,Simple sleeping place de Pijp,52.349974,4.89961,13,5,23,7,2017,528
18,18985831,22542624,Shared room,Buitenveldert / Zuidas,6,5.0,2,1,60,Comfortable double bedroom,52.3293,4.861808,13,5,23,7,2017,360
19,11122903,13122312,Shared room,Buitenveldert / Zuidas,6,4.5,2,1,48,Amsterdam-South Cheerful Shared Apartment,52.326259,4.857729,13,5,23,7,2017,288
20,9088830,47264416,Shared room,Oud Noord,73,4.5,4,1,48,Sleep ship Verandering,52.39063,4.940112,13,5,23,7,2017,3504
21,9537235,45584652,Shared room,Westerpark,1,0.0,1,1,58,Room in the center of Amsterdam,52.382128,4.87798,13,5,23,7,2017,58
22,14309046,31168044,Shared room,De Baarsjes / Oud West,60,4.5,2,1,54,Chez Eric - Stay inspired close to vondelpark!,52.360034,4.863982,13,5,23,7,2017,3240
23,19243789,47752678,Shared room,De Pijp / Rivierenbuurt,1,0.0,1,1,60,Appartement Amsterdam Rivierenbuurt,52.347614,4.900029,13,5,23,7,2017,60
24,18337741,1352571,Shared room,Bos en Lommer,9,5.0,1,1,54,WOMEN ONLY Cozy sofa + canal view in renovated apt,52.377693,4.850855,13,5,23,7,2017,486
25,11785182,60750068,Shared room,Slotervaart,2,0.0,4,1,18,Relax 9 hours!,52.365632,4.849366,13,5,23,7,2017,36
26,11522696,60750068,Shared room,Slotervaart,6,1.5,4,1,25,I'm Easy Guest - Just need to sleep,52.36353,4.839745,13,5,23,7,2017,150
27,12243455,60750068,Shared room,De Baarsjes / Oud West,1,0.0,4,1,34,Surprice for 9 hours,52.364374,4.850631,13,5,23,7,2017,34
28,14659123,91055585,Shared room,Geuzenveld / Slotermeer,4,5.0,2,1,36,Cheap Cosy Place West,52.377385,4.83054,13,5,23,7,2017,144
29,7357538,38549823,Shared room,Geuzenveld / Slotermeer,0,0.0,16,1,31,Train Lodge Amsterdam near station,52.390047,4.841272,13,5,23,7,2017,0
30,12243957,60750068,Shared room,Slotervaart,1,0.0,4,1,30,We love cheap for max 9 hours!,52.365576,4.838362,13,5,23,7,2017,30
31,18356426,31596911,Shared room,Bijlmer Centrum,12,4.5,2,1,30,Shared Container apartment,52.320525,4.955946,13,5,23,7,2017,360
32,10668929,12027723,Shared room,Bos en Lommer,30,4.5,2,1,30,sleep on my couch and rock Am'dam!!,52.375382,4.849186,13,5,23,7,2017,900
33,10201214,8497487,Entire home/apt,Ijburg / Eiland Zeeburg,19,5.0,8,4,763,Beautiful Watervilla in Amsterdam,52.348254,5.001477,13,2,23,7,2017,14497
34,3119298,15847782,Entire home/apt,Westerpark,1,0.0,8,3,445,Modern 5-8 person apartment,52.377581,4.873119,12,58,23,7,2017,445
35,5372074,14390964,Entire home/apt,Centrum West,10,5.0,4,3,721,Prinsengracht Appartement,52.373078,4.884269,12,52,23,7,2017,7210
36,10511291,5421078,Entire home/apt,Watergraafsmeer,1,0.0,8,3,1412,Whole house 200m2 Frankendael Park,52.350968,4.929821,12,30,23,7,2017,1412
37,18047871,9302267,Entire home/apt,Centrum West,0,0.0,4,4,541,Great 4 bedroom apartment at the flower market,52.36789,4.889273,12,30,23,7,2017,0
38,7468232,7215538,Entire home/apt,Noord-West / Noord-Midden,2,0.0,4,2,594,MuseumSquare apartment with garden,52.355169,4.883219,12,30,23,7,2017,1188
39,6485791,871328,Entire home/apt,De Pijp / Rivierenbuurt,23,4.5,4,4,661,Stuff of Dreams in Amsterdam Pijp,52.35494,4.902866,12,30,23,7,2017,15203
40,5818567,29561840,Entire home/apt,De Aker / Nieuw Sloten,0,0.0,4,2,361,"Luxurous, modern, bright appartment",52.346007,4.81183,12,29,23,7,2017,0
41,1245504,6786456,Entire home/apt,De Pijp / Rivierenbuurt,17,4.5,4,2,331,Beautiful apartment in Amsterdam,52.354111,4.902925,12,27,23,7,2017,5627
42,1097121,6029062,Entire home/apt,Centrum Oost,15,5.0,6,4,409,Historic House in Center Amsterdam,52.368309,4.909591,12,22,23,7,2017,6135
43,19980495,53730026,Entire home/apt,Noord West,0,0.0,5,2,210,True Tranquil Boho House - 15min from AMS CS,52.414253,4.883661,12,9,23,7,2017,0
44,20003728,26861783,Entire home/apt,Centrum Oost,0,0.0,4,2,270,2-floor apartment in the centre with canal view!,52.364897,4.895932,12,8,23,7,2017,0
45,6419174,7689979,Entire home/apt,Centrum West,25,4.5,3,1,186,JORDAAN - cozy 2 room apartment,52.374855,4.87805,12,1,23,7,2017,4650
46,17682178,42934313,Entire home/apt,Bijlmer Centrum,8,4.5,3,0,156,"Private studio, 20 minutes away from city center",52.319091,4.953274,11,55,23,7,2017,1248
47,14060573,82283309,Entire home/apt,Ijburg / Eiland Zeeburg,2,0.0,4,4,179,GORGEOUS family house with sunny garden!,52.346421,5.008598,11,53,23,7,2017,358
48,19992596,62831267,Entire home/apt,Bijlmer Oost,0,0.0,4,3,174,3 bedroom apartment and free parking in the area,52.317621,4.973309,11,52,23,7,2017,0
49,19845595,7601328,Entire home/apt,Oud Oost,0,0.0,4,2,132,"Lovely apartment with garden, close to the centre",52.355498,4.910895,11,40,23,7,2017,0
50,5683725,29468440,Entire home/apt,Bijlmer Centrum,17,4.5,4,2,108,Nice & spacious apartment,52.317343,4.944083,11,40,23,7,2017,1836
51,9816925,48703385,Entire home/apt,Centrum Oost,21,4.0,4,2,541,Two Floor City Centre Canal House,52.364932,4.885259,11,36,23,7,2017,11361
52,3908795,20246324,Entire home/apt,Noord-West / Noord-Midden,11,5.0,6,4,594,Gorgeous House near Vondelpark area,52.354616,4.852802,11,36,23,7,2017,6534
53,11998169,1878355,Entire home/apt,Centrum Oost,1,0.0,6,3,541,Spacious and bright with character,52.367687,4.906021,11,36,23,7,2017,541
54,6849807,34845570,Entire home/apt,Noord-West / Noord-Midden,13,4.5,6,4,599,Big family house next to Vondelpark/Museum Quarter,52.355029,4.869549,11,36,23,7,2017,7787
55,307497,1582128,Entire home/apt,Westerpark,62,5.0,16,10,528,Sailing Ship Amsterdam Centre (1),52.393368,4.883009,11,36,23,7,2017,32736
56,14102973,20575748,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,6,3,541,Lovely classic modern stylish appartement,52.356753,4.899027,11,36,23,7,2017,541
57,3941357,5659856,Entire home/apt,Centrum West,21,5.0,4,3,541,Most amazing apartment - huge rooftop - canalview,52.373196,4.886924,11,36,23,7,2017,11361
58,1650475,6942600,Entire home/apt,Watergraafsmeer,0,0.0,4,3,600,Historical spacious familiy house,52.352421,4.935901,11,36,23,7,2017,0
59,15851541,68214211,Entire home/apt,Ijburg / Eiland Zeeburg,23,5.0,12,0,648,"""Staying at a traditional sailing barge",52.354653,5.006721,11,36,23,7,2017,14904
60,12031672,53856038,Entire home/apt,Buitenveldert / Zuidas,0,0.0,4,5,541,"Luxurious Urban Villa, 5+ bedrooms @Chique Zuid!",52.341404,4.872074,11,36,23,7,2017,0
61,10448050,8558897,Entire home/apt,Centrum Oost,16,4.5,10,4,587,Home Sweet Home,52.360003,4.893197,11,36,23,7,2017,9392
62,19447238,255900,Entire home/apt,Oud Noord,0,0.0,4,3,600,Architect-designed House in city center,52.383919,4.906942,11,36,23,7,2017,0
63,18371381,115318695,Entire home/apt,De Baarsjes / Oud West,2,0.0,8,5,661,"Luxurious double 4 storey Vondelpark apartments,",52.360744,4.865113,11,36,23,7,2017,1322
64,17170300,111617728,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,2,1,361,Super charmant en licht 3-kamerapp.+28m2 terras,52.352215,4.903658,11,36,23,7,2017,361
65,6841884,27257605,Entire home/apt,De Baarsjes / Oud West,6,4.5,4,2,384,Newly Renovated Loft @ Vondelpark!,52.3576,4.855806,11,35,23,7,2017,2304
66,7321352,38352414,Entire home/apt,Watergraafsmeer,18,4.0,7,3,361,Brandnew Penthouse on the Amstel,52.340383,4.918922,11,25,23,7,2017,6498
67,18233200,116631993,Entire home/apt,Ijburg / Eiland Zeeburg,7,4.5,14,3,420,Captainshouseboat nearby city centre.,52.35254,5.006862,11,25,23,7,2017,2940
68,6652372,48595947,Entire home/apt,Noord-West / Noord-Midden,0,0.0,6,3,331,Family house charming neighbourhood,52.345325,4.870657,11,25,23,7,2017,0
69,5713368,29621807,Entire home/apt,Noord West,3,4.5,6,4,361,Industrial loft in Amsterdam North,52.41133,4.904646,11,9,23,7,2017,1083
70,2687966,13760301,Entire home/apt,De Baarsjes / Oud West,7,4.5,4,2,209,Spacious townhouse near Leidseplein,52.362932,4.876982,11,6,23,7,2017,1463
71,9269088,12890254,Entire home/apt,Noord-West / Noord-Midden,2,0.0,2,1,239,"Peaceful, Spacious & Bright Near Museum",52.35331,4.878187,10,59,23,7,2017,478
72,1021278,1383927,Entire home/apt,Watergraafsmeer,2,0.0,5,3,301,Sunny 3-bedroom family apartment,52.355068,4.938986,10,44,23,7,2017,602
73,11269745,58841005,Entire home/apt,Ijburg / Eiland Zeeburg,1,0.0,4,4,216,Single villa on island in Amsterdam,52.359406,4.982554,10,38,23,7,2017,216
74,10036864,34133140,Entire home/apt,Ijburg / Eiland Zeeburg,0,0.0,8,5,222,Amsterdam island Mansion + jacuzzi,52.354857,4.999131,10,31,23,7,2017,0
75,19966830,83362806,Entire home/apt,Osdorp,0,0.0,4,2,240,Modern house with two gardens and a carport,52.355875,4.80547,10,27,23,7,2017,0
76,19991907,15416294,Entire home/apt,Noord Oost,0,0.0,6,4,252,Waterfront Villa 10 min from Central station,52.406053,4.933851,10,7,23,7,2017,0
77,19360558,135688360,Entire home/apt,Noord Oost,0,0.0,5,4,240,Eengezinswoning,52.406822,4.932623,10,7,23,7,2017,0
78,19803300,119750485,Entire home/apt,Centrum Oost,0,0.0,4,2,288,Modern design styled boat with 360 degrees vieuw,52.366318,4.897947,10,6,23,7,2017,0
79,500516,2469696,Entire home/apt,Centrum Oost,17,5.0,2,1,186,Stay at the canal side!Centre A'dam,52.365515,4.885978,10,0,23,7,2017,3162
80,15285124,1643483,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,3,2,203,Great appartment,52.344126,4.904813,9,56,23,7,2017,0
81,7598022,4380065,Entire home/apt,Oud Oost,4,5.0,4,2,193,New & central 2BR-apartment incl private parking,52.355795,4.9144,9,55,23,7,2017,772
82,6611809,5224853,Entire home/apt,Ijburg / Eiland Zeeburg,11,4.5,4,2,201,Modern family house on  city island,52.352971,5.005403,9,48,23,7,2017,2211
83,12538536,21116280,Entire home/apt,Ijburg / Eiland Zeeburg,10,5.0,4,4,193,Spacious house Amsterdam + 2x FREE parking,52.354023,5.003133,9,48,23,7,2017,1930
84,13976548,10358428,Entire home/apt,Slotervaart,1,0.0,6,3,193,Amsterdam 3 bedrooms appartement,52.363586,4.836393,9,48,23,7,2017,193
85,19955084,141459801,Entire home/apt,Oud Oost,0,0.0,4,2,204,Great apartment with balcony nearby centre & park,52.356592,4.921396,9,44,23,7,2017,0
86,16486446,16347904,Entire home/apt,De Baarsjes / Oud West,2,0.0,2,1,193,Romantic studio in Amsterdam,52.368764,4.870893,9,41,23,7,2017,386
87,14193842,2316820,Entire home/apt,Oud Noord,2,0.0,6,4,203,Ex barbershop in booming and green Amsterdam North,52.391342,4.940419,9,41,23,7,2017,406
88,19958831,139621449,Entire home/apt,Bos en Lommer,0,0.0,2,1,191,Lovely bright Amsterdam Apartment with garden!,52.377804,4.851015,9,40,23,7,2017,0
89,16416572,15586027,Entire home/apt,Slotervaart,1,0.0,2,1,150,Spacious apartment with gorgeous view of Amsterdam,52.34953,4.835548,9,38,23,7,2017,150
90,14975839,6715716,Entire home/apt,Buitenveldert / Zuidas,8,4.5,4,2,180,Absolutely fabulous,52.324397,4.866871,9,36,23,7,2017,1440
91,19675939,138355297,Entire home/apt,De Baarsjes / Oud West,1,0.0,4,1,184,Cozy Aparment in Centrum Amsterdam The Best,52.364351,4.864372,9,28,23,7,2017,184
92,2338860,3567352,Entire home/apt,Westerpark,9,5.0,2,1,168,Light & Modern Amsterdam Apartment,52.381631,4.86808,9,22,23,7,2017,1512
93,1331954,7223904,Entire home/apt,Oostelijk Havengebied / Indische Buurt,15,4.5,3,1,150,Appt.ment at park 10min from centre,52.359368,4.943298,9,11,23,7,2017,2250
94,19550880,87318173,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,3,1,162,Beautiful spacious apartment near city center,52.343227,4.901935,9,9,23,7,2017,162
95,16439196,12782398,Entire home/apt,De Pijp / Rivierenbuurt,4,4.5,4,2,150,Houseboat Amsterdam,52.352703,4.90859,9,8,23,7,2017,600
96,4683482,17317413,Entire home/apt,Ijburg / Eiland Zeeburg,9,5.0,4,2,145,Light and spacious family house,52.351876,5.006576,8,58,23,7,2017,1305
97,19449107,11285542,Entire home/apt,Ijburg / Eiland Zeeburg,0,0.0,4,2,150,Modern and spacious apartment at IJburg,52.349957,5.007643,8,57,23,7,2017,0
98,19896263,67710706,Entire home/apt,De Baarsjes / Oud West,0,0.0,2,1,150,Beautiful modern apartment with balcony in West,52.364619,4.859753,8,44,23,7,2017,0
99,6789238,7807750,Entire home/apt,Oostelijk Havengebied / Indische Buurt,0,0.0,2,1,162,Luxury apartment near city center,52.371282,4.93478,8,38,23,7,2017,0
100,3180607,16125509,Entire home/apt,Ijburg / Eiland Zeeburg,4,4.5,7,5,168,Lovely modern family house with private parking,52.35217,4.999629,8,37,23,7,2017,672
101,2793217,12859334,Entire home/apt,Centrum West,23,4.5,2,0,177,Light & peaceful canal view apartment,52.376118,4.884034,8,35,23,7,2017,4071
102,19958070,54447097,Entire home/apt,Ijburg / Eiland Zeeburg,0,0.0,5,3,168,Verblijf op een rustige plek in Amsterdam!,52.358012,4.996575,8,12,23,7,2017,0
103,2550665,12997063,Entire home/apt,Noord Oost,11,4.5,6,3,168,*Beautiful *lakeside*family-house,52.414304,5.027689,8,12,23,7,2017,1848
104,6830664,30593386,Entire home/apt,De Baarsjes / Oud West,0,0.0,4,2,133,Beautiful apartment near vondelpark,52.359734,4.857653,8,10,23,7,2017,0
105,14466309,84867501,Entire home/apt,Buitenveldert / Zuidas,1,0.0,4,2,141,High class apartment Amsterdam south,52.329131,4.858853,8,10,23,7,2017,141
106,15795052,102188046,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,2,0,143,"Bright,Cozy & Central studio apartment in the Pijp",52.351817,4.888928,7,55,23,7,2017,143
107,1290535,7017633,Entire home/apt,De Baarsjes / Oud West,80,5.0,2,1,144,"Cosy, near city center, parks, WIFI",52.367791,4.850668,7,45,23,7,2017,11520
108,19963227,87318173,Entire home/apt,Westerpark,0,0.0,3,0,144,Cozy studio in Jordaan,52.379486,4.872854,7,38,23,7,2017,0
109,19974165,7679356,Entire home/apt,De Baarsjes / Oud West,0,0.0,3,1,144,Good place  to stay,52.369768,4.848639,7,38,23,7,2017,0
110,7937540,3276046,Entire home/apt,Westerpark,8,5.0,2,1,137,Great apartment in Beautiful quite Westerpark Area,52.384346,4.871207,7,36,23,7,2017,1096
111,19941222,31778095,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,1,144,NEW Lovely private apartment in trendy De Pijp,52.355087,4.888014,7,35,23,7,2017,0
112,9402905,12426795,Entire home/apt,Oostelijk Havengebied / Indische Buurt,11,5.0,3,1,132,Cosy & light apartment eastside!,52.361715,4.932953,7,35,23,7,2017,1452
113,19742629,40406824,Entire home/apt,Watergraafsmeer,0,0.0,4,1,143,"Sunlit, spacious apartment in a hip, popular area.",52.356427,4.935222,7,34,23,7,2017,0
114,19779950,87318173,Entire home/apt,Oud Oost,0,0.0,3,1,144,Cozy apartment in Amsterdam-East with garden,52.357705,4.925599,7,34,23,7,2017,0
115,19937891,141284234,Entire home/apt,Centrum West,0,0.0,2,1,144,Stylish apt. at the famous Jordaan District | 2P,52.377742,4.880498,7,33,23,7,2017,0
116,19959608,141498120,Entire home/apt,De Baarsjes / Oud West,0,0.0,2,2,144,Stylish canal house in trendy West,52.36163,4.858436,7,32,23,7,2017,0
117,2016153,2740598,Entire home/apt,Centrum Oost,59,5.0,2,0,108,Central & spacious design loft in museum district,52.359513,4.891166,7,19,23,7,2017,6372
118,16630995,18905733,Entire home/apt,Oud Oost,8,5.0,2,1,112,Quiet apt next to Amstel River,52.356872,4.909359,7,19,23,7,2017,896
119,19130306,90763639,Entire home/apt,Bijlmer Oost,5,4.0,5,0,119,"Amsterdam Studio, Parking Free!",52.323668,4.959913,7,15,23,7,2017,595
120,3487213,12263438,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,2,107,charming house with a private garde,52.341604,4.902708,7,12,23,7,2017,0
121,312654,1358222,Entire home/apt,Oostelijk Havengebied / Indische Buurt,7,5.0,4,1,124,Spacious 2 floor app. + roofterrace,52.36451,4.941742,7,9,23,7,2017,868
122,11527867,6898966,Entire home/apt,Oostelijk Havengebied / Indische Buurt,7,4.5,4,2,108,Comfortable 2BD apartment close to Flevopark | 4P,52.359705,4.940978,7,8,23,7,2017,756
123,5044279,10331119,Entire home/apt,Bos en Lommer,0,0.0,2,1,107,Cosy apartment near the centre,52.385033,4.855485,6,58,23,7,2017,0
124,3896770,11628175,Entire home/apt,Centrum West,32,5.0,2,1,119,"Beautiful, big & cosy Jordaan appt!",52.378978,4.881797,6,56,23,7,2017,3808
125,2869412,3267819,Entire home/apt,Bos en Lommer,0,0.0,2,1,113,Leuke knusse woning Amsterdam,52.37457,4.847776,6,54,23,7,2017,0
126,19961313,23668570,Entire home/apt,Geuzenveld / Slotermeer,0,0.0,2,1,107,"Gorgeous and spacious apartment, close to centre.",52.375031,4.833993,6,54,23,7,2017,0
127,19959975,141474058,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,1,118,Groundfloor apt with large garden close to RAI,52.346127,4.908695,6,52,23,7,2017,0
128,18610519,7197327,Entire home/apt,Westerpark,1,0.0,2,1,119,Spacious apartment with spectacular garden,52.38121,4.871347,6,51,23,7,2017,119
129,19670214,8012286,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,0,114,Bohemian Home,52.355555,4.893462,6,50,23,7,2017,0
130,16500721,16456577,Entire home/apt,Oud Noord,0,0.0,4,2,119,Great spacious water front loft,52.386637,4.930523,6,49,23,7,2017,0
131,10116455,517215,Entire home/apt,Noord-West / Noord-Midden,2,0.0,2,1,84,Small private house with garden 2P,52.345148,4.846525,6,45,23,7,2017,168
132,4454349,22290835,Entire home/apt,Watergraafsmeer,16,4.5,2,1,96,Garden appartement including bikes!,52.350376,4.922197,6,44,23,7,2017,1536
133,10067490,6379689,Entire home/apt,De Baarsjes / Oud West,17,4.0,2,1,87,Amsterdam 1 bedroom apartment,52.364669,4.853038,6,40,23,7,2017,1479
134,2439636,12471029,Entire home/apt,De Baarsjes / Oud West,26,5.0,2,1,102,Centrally located apartment,52.363858,4.863847,6,40,23,7,2017,2652
135,8397699,19517190,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,1,90,Bright cozy appartement @ Amsterdam,52.343339,4.909874,6,36,23,7,2017,0
136,7334008,1401624,Entire home/apt,Buitenveldert / Zuidas,25,4.5,4,2,90,Spacious 65m2 appartment,52.324977,4.884253,6,36,23,7,2017,2250
137,5711408,29579164,Entire home/apt,Bijlmer Centrum,28,4.5,2,0,96,"Cosy, Clean, Cute 2BD ",52.321186,4.952329,6,36,23,7,2017,2688
138,14570309,48082603,Entire home/apt,Oostelijk Havengebied / Indische Buurt,3,5.0,2,1,102,"Very nice, clean and cozy apartment @AmsterdamEast",52.363177,4.932788,6,33,23,7,2017,306
139,14884660,9015391,Entire home/apt,Bijlmer Oost,1,0.0,4,3,96,Wow! Laid back townhouse with terrace and garden,52.317973,4.965312,6,31,23,7,2017,96
140,16060910,6605801,Entire home/apt,Westerpark,0,0.0,2,1,90,Feel at home in our little palace!,52.380827,4.870227,6,28,23,7,2017,0
141,5964100,1347933,Entire home/apt,Centrum West,6,5.0,4,1,90,Apartment Central Amsterdam,52.378811,4.885452,6,28,23,7,2017,540
142,19484789,67088986,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,0,103,Studio in the heart of De Pijp!,52.356456,4.897412,6,27,23,7,2017,0
143,451251,1466576,Entire home/apt,De Pijp / Rivierenbuurt,11,5.0,2,1,96,Light 1 bed appt in trendy De Pijp,52.35562,4.894766,6,27,23,7,2017,1056
144,8857078,31209126,Entire home/apt,Bos en Lommer,5,4.5,4,0,84,REMBRANDTPARK APARTMENT PENTHOUSE VIEWS OVER DAM,52.377657,4.848016,6,26,23,7,2017,420
145,3780901,6324309,Entire home/apt,Westerpark,29,4.5,2,1,90,Light airy apartment with balcony,52.384011,4.87206,6,24,23,7,2017,2610
146,19939627,113977564,Entire home/apt,De Baarsjes / Oud West,0,0.0,2,1,95,Lovely 2p a'dam apt. with bath!,52.372233,4.860416,6,24,23,7,2017,0
147,16176444,51057010,Entire home/apt,Centrum Oost,4,5.0,2,1,98,Beautiful apartment in the city centre + breakfast,52.367748,4.901119,6,24,23,7,2017,392
148,6463787,9064164,Entire home/apt,Noord Oost,57,5.0,3,1,96,"Wooden Garden House, the Mulberry",52.414879,5.026701,6,23,23,7,2017,5472
149,16011168,1464510,Entire home/apt,Westerpark,7,4.5,2,1,91,Industrial and Minimal Palace,52.394459,4.877692,6,22,23,7,2017,637
150,5474126,2509835,Entire home/apt,Westerpark,4,5.0,4,2,72,Bright & modern apartment (80m) next to Westerpark,52.392916,4.875668,6,22,23,7,2017,288
151,17557382,33583311,Entire home/apt,Centrum West,2,0.0,2,0,75,Hotel in the heart of Amsterdam 2p,52.370532,4.881324,6,22,23,7,2017,150
152,11202039,58329859,Entire home/apt,Watergraafsmeer,7,4.5,3,1,71,Private apartment in Amsterdam East,52.339005,4.944442,6,22,23,7,2017,497
153,13822006,81424558,Entire home/apt,Oud Oost,1,0.0,4,2,71,"Spacious and bright apartment, Amsterdam East",52.353417,4.918283,6,22,23,7,2017,71
154,19759481,11344902,Entire home/apt,Oud Noord,0,0.0,4,1,78,"Amsterdam, Sailing Yacht + Free Parking",52.389316,4.939898,6,22,23,7,2017,0
155,5974980,16044391,Entire home/apt,Slotervaart,0,0.0,2,1,78,Big Apartment with Sunny Balcony,52.364577,4.840726,6,22,23,7,2017,0
156,15668614,37920935,Entire home/apt,Osdorp,4,4.5,2,1,72,Welcome Home!,52.35756,4.788377,6,22,23,7,2017,288
157,11469902,35360630,Entire home/apt,Bijlmer Oost,33,5.0,4,1,73,Spacious & Furnished apartment,52.320221,4.983094,6,22,23,7,2017,2409
158,9619069,49765302,Entire home/apt,Oostelijk Havengebied / Indische Buurt,1,0.0,2,0,78,"Comfortable, clean, close to centre",52.364098,4.939968,6,22,23,7,2017,78
159,14776752,21923576,Entire home/apt,Noord-West / Noord-Midden,3,5.0,2,1,66,Lovely Apartment,52.351007,4.847405,6,22,23,7,2017,198
160,15555484,59672782,Entire home/apt,Osdorp,19,5.0,2,1,68,Gezellig appartement in Amsterdam,52.364649,4.799914,6,22,23,7,2017,1292
161,984989,5403147,Entire home/apt,Bos en Lommer,278,5.0,2,0,66,Small but complete Studio for rent!,52.376583,4.845293,6,22,23,7,2017,18348
162,631543,1587071,Entire home/apt,De Baarsjes / Oud West,4,5.0,4,2,73,"CatLover Special! 11dys, whole apartment discount",52.36364,4.869863,6,22,23,7,2017,292
163,13933621,82817362,Entire home/apt,De Baarsjes / Oud West,48,5.0,2,1,67,Charming apartment in trendy location!,52.369537,4.868457,6,22,23,7,2017,3216
164,17982428,14711797,Entire home/apt,Noord-West / Noord-Midden,1,0.0,2,0,75,Bright and cozy studio near all big museums,52.353951,4.884954,6,22,23,7,2017,75
165,9265044,22318044,Entire home/apt,Westerpark,3,5.0,2,1,72,Very cosy and warm apartment,52.392314,4.872979,6,22,23,7,2017,216
166,13902255,82358599,Entire home/apt,Bijlmer Centrum,0,0.0,4,0,60,Studio nearby centrum (10mn),52.322588,4.952992,6,22,23,7,2017,0
167,7783993,40959150,Entire home/apt,Oud Noord,11,3.5,3,1,60,Boat for Rent during Sail 2015,52.396745,4.915302,6,22,23,7,2017,660
168,8041012,16311217,Entire home/apt,De Aker / Nieuw Sloten,37,4.5,4,1,60,"Cozy flat close to center, parking!",52.346686,4.808542,6,22,23,7,2017,2220
169,13512475,77567778,Entire home/apt,Ijburg / Eiland Zeeburg,12,4.5,2,0,57,Lovely studio 12 min from Amsterdam Centraal,52.372471,4.96824,6,22,23,7,2017,684
170,2334206,1746634,Entire home/apt,De Baarsjes / Oud West,5,4.5,2,1,58,Quiet 65m2 apt close to the centre,52.362129,4.851974,6,22,23,7,2017,290
171,13695213,79837982,Entire home/apt,Centrum Oost,3,5.0,2,0,60,Cozy Studio Centre Amsterdam,52.370596,4.930566,6,22,23,7,2017,180
172,8490143,35235141,Entire home/apt,Watergraafsmeer,41,4.5,2,0,58,Amstel Appartment,52.340453,4.919123,6,22,23,7,2017,2378
